,Country Name,Country Code,Indicator Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Region,IncomeGroup,TableName
12,Burundi,BDI,Proportion of seats held by women in national parliaments (%),-99,11.864406779661,5.98290598290598,14.4067796610169,14.4067796610169,18.4357541899441,18.4357541899441,18.4357541899441,30.5084745762712,30.5084745762712,30.5084745762712,30.5084745762712,31.355932203389802,32.0754716981132,30.4761904761905,30.4761904761905,30.4761904761905,30.4761904761905,36.363636363636395,36.363636363636395,36.363636363636395,36.363636363636395,36.363636363636395,Sub-Saharan Africa,Low income,Burundi
13,Belgium,BEL,Proportion of seats held by women in national parliaments (%),12.666666666666698,12.666666666666698,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,35.3333333333333,34.6666666666667,34.6666666666667,34.6666666666667,35.3333333333333,35.3333333333333,38.0,39.3333333333333,38.0,38.0,38.0,39.3333333333333,39.3333333333333,39.3333333333333,38.0,38.0,42.0,Europe & Central Asia,High income,Belgium
14,Benin,BEN,Proportion of seats held by women in national parliaments (%),7.228915662650599,7.228915662650599,6.02409638554217,6.02409638554217,6.02409638554217,6.02409638554217,6.02409638554217,7.228915662650599,7.228915662650599,7.228915662650599,10.8433734939759,10.8433734939759,10.8433734939759,10.8433734939759,8.43373493975904,8.43373493975904,8.43373493975904,8.43373493975904,7.228915662650599,7.228915662650599,7.228915662650599,7.228915662650599,7.228915662650599,Sub-Saharan Africa,Lower middle income,Benin
15,Burkina Faso,BFA,Proportion of seats held by women in national parliaments (%),9.00900900900901,8.10810810810811,8.10810810810811,8.10810810810811,8.10810810810811,11.7117117117117,11.7117117117117,11.7117117117117,11.7117117117117,11.7117117117117,15.315315315315301,15.315315315315301,15.315315315315301,15.315315315315301,15.315315315315301,15.748031496063001,15.748031496063001,15.748031496063001,9.44881889763779,9.44881889763779,11.0236220472441,11.0236220472441,13.3858267716535,Sub-Saharan Africa,Low income,Burkina Faso
16,Bangladesh,BGD,Proportion of seats held by women in national parliaments (%),9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,2.0,2.0,2.0,14.782608695652199,15.072463768115899,15.072463768115899,6.33333333333333,18.5507246376812,18.5507246376812,19.7142857142857,19.7142857142857,19.7142857142857,19.8275862068966,20.0,20.0,20.2857142857143,20.2857142857143,20.6303724928367,South Asia,Lower middle income,Bangladesh
17,Bulgaria,BGR,Proportion of seats held by women in national parliaments (%),10.833333333333302,10.833333333333302,10.833333333333302,10.833333333333302,26.25,26.25,26.25,26.25,22.0833333333333,22.0833333333333,21.6666666666667,21.6666666666667,20.8333333333333,20.8333333333333,20.8333333333333,22.9166666666667,24.5833333333333,20.0,20.4166666666667,20.4166666666667,23.75,23.75,25.8333333333333,Europe & Central Asia,Upper middle income,Bulgaria
18,Bahrain,BHR,Proportion of seats held by women in national parliaments (%),-99,-99,-99,-99,-99,-99,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,10.0,10.0,10.0,7.5,7.5,7.5,7.5,15.0,15.0,Middle East & North Africa,High income,Bahrain
19,"Bahamas, The",BHS,Proportion of seats held by women in national parliaments (%),15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,13.1578947368421,13.1578947368421,13.1578947368421,13.1578947368421,13.1578947368421,12.8205128205128,12.8205128205128,12.8205128205128,Latin America & Caribbean,High income,"Bahamas, The"
20,Bosnia and Herzegovina,BIH,Proportion of seats held by women in national parliaments (%),-99,-99,-99,-99,7.142857142857139,7.142857142857139,16.6666666666667,16.6666666666667,16.6666666666667,14.285714285714299,11.904761904761902,11.904761904761902,19.047619047618998,16.6666666666667,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina
21,Belarus,BLR,Proportion of seats held by women in national parliaments (%),-99,-99,-99,-99,10.3092783505155,10.3092783505155,10.3092783505155,29.357798165137602,29.0909090909091,29.0909090909091,29.0909090909091,31.818181818181802,31.818181818181802,31.818181818181802,31.818181818181802,26.605504587156002,26.605504587156002,26.605504587156002,27.2727272727273,34.545454545454504,34.545454545454504,34.545454545454504,40.0,Europe & Central Asia,Upper middle income,Belarus
22,Belize,BLZ,Proportion of seats held by women in national parliaments (%),3.44827586206897,3.44827586206897,6.89655172413793,6.89655172413793,6.89655172413793,6.89655172413793,3.3333333333333304,6.66666666666667,6.66666666666667,6.66666666666667,3.3333333333333304,0.0,0.0,0.0,0.0,3.125,3.125,3.125,3.125,3.125,9.375,9.375,9.375,Latin America & Caribbean,Upper middle income,Belize
23,Bolivia,BOL,Proportion of seats held by women in national parliaments (%),-99,-99,11.5384615384615,11.5384615384615,11.5384615384615,18.461538461538503,18.461538461538503,19.2307692307692,16.923076923076902,16.923076923076902,16.923076923076902,16.923076923076902,22.3076923076923,25.384615384615397,25.384615384615397,25.384615384615397,25.384615384615397,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,Latin America & Caribbean,Lower middle income,Bolivia
24,Brazil,BRA,Proportion of seats held by women in national parliaments (%),6.627680311890839,6.627680311890839,5.65302144249513,5.65302144249513,6.82261208576998,6.23781676413255,8.57699805068226,8.57699805068226,8.57699805068226,8.7719298245614,8.966861598440538,8.966861598440538,8.7719298245614,8.57699805068226,8.57699805068226,8.57699805068226,8.57699805068226,9.94152046783626,9.94152046783626,9.94152046783626,10.7212475633528,15.009746588694,15.009746588694,Latin America & Caribbean,Upper middle income,Brazil
25,Barbados,BRB,Proportion of seats held by women in national parliaments (%),10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,10.0,10.0,10.0,10.0,10.0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,20.0,20.0,Latin America & Caribbean,High income,Barbados
26,Brunei Darussalam,BRN,Proportion of seats held by women in national parliaments (%),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.45161290322581,9.09090909090909,9.09090909090909,9.09090909090909,East Asia & Pacific,High income,Brunei Darussalam
27,Bhutan,BTN,Proportion of seats held by women in national parliaments (%),2.0,2.0,2.0,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.21052631578947,9.33333333333333,2.6666666666666696,2.6666666666666696,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,6.38297872340426,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,14.8936170212766,14.8936170212766,South Asia,Lower middle income,Bhutan
28,Botswana,BWA,Proportion of seats held by women in national parliaments (%),8.51063829787234,8.51063829787234,8.51063829787234,17.0212765957447,17.0212765957447,17.0212765957447,17.0212765957447,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,7.93650793650794,7.93650793650794,7.93650793650794,7.93650793650794,7.93650793650794,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,10.7692307692308,Sub-Saharan Africa,Upper middle income,Botswana
29,Central African Republic,CAF,Proportion of seats held by women in national parliaments (%),3.5294117647058796,3.5294117647058796,7.3394495412844005,7.3394495412844005,7.3394495412844005,7.3394495412844005,7.3394495412844005,7.3394495412844005,10.476190476190501,10.476190476190501,10.476190476190501,10.476190476190501,9.615384615384619,9.615384615384619,12.5,12.5,12.5,12.5,12.5,7.194244604316549,8.571428571428571,8.571428571428571,8.571428571428571,Sub-Saharan Africa,Low income,Central African Republic
30,Canada,CAN,Proportion of seats held by women in national parliaments (%),20.5980066445183,20.5980066445183,20.5980066445183,20.5980066445183,20.5980066445183,20.5980066445183,20.5980066445183,21.1038961038961,21.1038961038961,20.7792207792208,21.311475409836103,22.0779220779221,22.0779220779221,22.0779220779221,24.7557003257329,24.6753246753247,24.6753246753247,25.081433224755695,26.035502958579897,26.035502958579897,26.268656716417897,26.9461077844311,28.994082840236697,North America,High income,Canada
31,Central Europe and the Baltics,CEB,Proportion of seats held by women in national parliaments (%),11.482433590402698,10.968294772922,11.482433590402698,12.960082944530802,15.5668358714044,16.1167512690355,16.2675101671938,17.141641854529997,16.7234042553192,17.0991067630795,16.8438962143769,16.8152866242038,17.0700636942675,17.0276008492569,18.4333759046403,19.2671881432688,19.2102015631427,19.705093833780197,20.1164874551971,19.892473118279604,22.304488662656198,22.7209625173531,23.6927348449792,-99,-99,Central Europe and the Baltics
32,Switzerland,CHE,Proportion of seats held by women in national parliaments (%),21.0,21.0,22.5,23.0,23.0,23.0,25.0,25.0,25.0,25.0,28.5,28.5,29.0,29.0,28.5,29.0,31.0,31.0,32.0,32.0,32.5,32.5,41.5,Europe & Central Asia,High income,Switzerland
33,Chile,CHL,Proportion of seats held by women in national parliaments (%),7.5,10.833333333333302,10.833333333333302,10.833333333333302,10.833333333333302,12.5,12.5,12.5,15.0,15.0,15.0,15.0,14.166666666666698,14.166666666666698,14.166666666666698,14.166666666666698,15.833333333333302,15.833333333333302,15.833333333333302,15.833333333333302,15.833333333333302,22.580645161290303,22.580645161290303,Latin America & Caribbean,High income,Chile
34,China,CHN,Proportion of seats held by women in national parliaments (%),-99,21.8194024840551,21.8194024840551,21.7828418230563,21.7828418230563,21.7828418230563,20.2345058626466,20.2345058626466,20.2684563758389,20.2684563758389,20.620992237597,21.325744894543,21.325744894543,21.325744894543,21.3230355943586,21.3230355943586,23.40140609307,23.40140609307,23.6228455559311,23.6228455559311,24.247606019151803,24.899328859060397,24.941176470588196,East Asia & Pacific,Upper middle income,China
35,Cote d'Ivoire,CIV,Proportion of seats held by women in national parliaments (%),8.0,8.0,8.0,8.0,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.52017937219731,8.866995073891632,8.866995073891632,8.866995073891632,8.866995073891632,11.0236220472441,10.4417670682731,10.4417670682731,9.44881889763779,9.163346613545821,9.163346613545821,10.5882352941176,10.5882352941176,10.9803921568627,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire
36,Cameroon,CMR,Proportion of seats held by women in national parliaments (%),5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,8.888888888888891,8.888888888888891,8.888888888888891,8.888888888888891,8.888888888888891,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,13.8888888888889,31.111111111111104,31.111111111111104,31.111111111111104,31.111111111111104,31.111111111111104,31.111111111111104,31.111111111111104,Sub-Saharan Africa,Lower middle income,Cameroon
37,"Congo, Dem. Rep.",COD,Proportion of seats held by women in national parliaments (%),-99,-99,-99,-99,-99,-99,-99,12.0,12.0,8.4,8.4,8.4,8.4,8.4,8.4,8.943089430894311,8.943089430894311,10.6425702811245,8.943089430894311,8.943089430894311,8.943089430894311,8.943089430894311,10.0,Sub-Saharan Africa,Low income,"Congo, Dem. Rep."
38,"Congo, Rep.",COG,Proportion of seats held by women in national parliaments (%),-99,12.0,12.0,12.0,12.0,12.0,8.527131782945741,8.527131782945741,8.527131782945741,8.527131782945741,7.299270072992701,7.299270072992701,7.299270072992701,7.299270072992701,7.299270072992701,7.35294117647059,7.35294117647059,7.35294117647059,7.35294117647059,7.35294117647059,11.2582781456954,11.2582781456954,11.2582781456954,Sub-Saharan Africa,Lower middle income,"Congo, Rep."
39,Colombia,COL,Proportion of seats held by women in national parliaments (%),11.6564417177914,11.6564417177914,11.801242236024802,11.801242236024802,11.801242236024802,12.0481927710843,12.0481927710843,12.0481927710843,12.121212121212098,8.43373493975904,8.43373493975904,8.43373493975904,8.43373493975904,12.6506024096386,12.121212121212098,12.121212121212098,12.121212121212098,19.8795180722892,19.8795180722892,19.8795180722892,18.6746987951807,18.1286549707602,18.7134502923977,Latin America & Caribbean,Upper middle income,Colombia
40,Comoros,COM,Proportion of seats held by women in national parliaments (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,0.0,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,6.06060606060606,6.06060606060606,Sub-Saharan Africa,Lower middle income,Comoros
41,Cabo Verde,CPV,Proportion of seats held by women in national parliaments (%),11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,15.2777777777778,18.0555555555556,18.0555555555556,18.0555555555556,18.0555555555556,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,23.611111111111104,23.611111111111104,23.611111111111104,23.611111111111104,Sub-Saharan Africa,Lower middle income,Cabo Verde
42,Costa Rica,CRI,Proportion of seats held by women in national parliaments (%),15.7894736842105,19.2982456140351,19.2982456140351,19.2982456140351,19.2982456140351,35.0877192982456,35.0877192982456,35.0877192982456,35.0877192982456,38.5964912280702,36.8421052631579,36.8421052631579,36.8421052631579,38.5964912280702,38.5964912280702,38.5964912280702,38.5964912280702,33.3333333333333,33.3333333333333,33.3333333333333,35.0877192982456,45.614035087719294,45.614035087719294,Latin America & Caribbean,Upper middle income,Costa Rica
43,Caribbean small states,CSS,Proportion of seats held by women in national parliaments (%),11.570247933884302,12.023460410557199,12.9113924050633,13.225806451612899,14.6153846153846,14.6153846153846,15.9353348729792,17.8240740740741,17.8240740740741,17.2413793103448,18.0995475113122,17.4887892376682,17.3814898419865,15.2466367713004,15.848214285714299,16.1797752808989,17.0786516853933,17.155756207675,19.730941704035896,20.4035874439462,21.2527964205817,21.923937360179,22.5950782997763,-99,-99,Caribbean small states
44,Cuba,CUB,Proportion of seats held by women in national parliaments (%),22.750424448217302,27.620632279534103,27.620632279534103,27.620632279534103,27.620632279534103,27.620632279534103,35.9605911330049,35.9605911330049,35.9605911330049,35.9605911330049,35.9605911330049,43.1596091205212,43.1596091205212,43.1596091205212,45.221843003413,45.221843003413,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,53.223140495867796,53.223140495867796,Latin America & Caribbean,Upper middle income,Cuba
45,Cyprus,CYP,Proportion of seats held by women in national parliaments (%),5.35714285714286,5.35714285714286,5.35714285714286,7.142857142857139,10.7142857142857,10.7142857142857,10.7142857142857,16.071428571428598,16.071428571428598,14.285714285714299,14.285714285714299,14.285714285714299,12.5,12.5,10.7142857142857,10.7142857142857,10.7142857142857,12.5,12.5,17.8571428571429,17.8571428571429,17.8571428571429,17.8571428571429,Europe & Central Asia,High income,Cyprus
46,Czech Republic,CZE,Proportion of seats held by women in national parliaments (%),15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,15.5,15.5,15.5,15.5,22.0,22.0,22.0,19.5,19.5,20.0,20.0,22.0,22.0,22.5,Europe & Central Asia,High income,Czech Republic
47,Germany,DEU,Proportion of seats held by women in national parliaments (%),26.190476190476197,26.190476190476197,30.9417040358744,30.9417040358744,31.0810810810811,32.1724709784411,32.1724709784411,32.75,31.7589576547231,31.596091205211703,31.6476345840131,32.189542483660105,32.7974276527331,32.7974276527331,32.9032258064516,32.9032258064516,36.4500792393027,36.4500792393027,36.4500792393027,36.4500792393027,30.7475317348378,30.7475317348378,30.8885754583921,Europe & Central Asia,High income,Germany
48,Djibouti,DJI,Proportion of seats held by women in national parliaments (%),-99,0.0,0.0,0.0,0.0,0.0,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,13.8461538461538,12.727272727272698,12.727272727272698,12.727272727272698,12.727272727272698,10.7692307692308,26.153846153846196,26.153846153846196,Middle East & North Africa,Lower middle income,Djibouti
49,Dominica,DMA,Proportion of seats held by women in national parliaments (%),9.375,9.375,9.375,9.375,18.75,18.75,18.75,19.3548387096774,12.9032258064516,12.9032258064516,16.1290322580645,18.75,14.285714285714299,12.5,12.5,12.5,12.5,12.9032258064516,21.875,21.875,25.0,25.0,25.0,Latin America & Caribbean,Upper middle income,Dominica
50,Denmark,DNK,Proportion of seats held by women in national parliaments (%),32.960893854748605,37.4301675977654,37.4301675977654,37.4301675977654,37.4301675977654,37.9888268156425,37.9888268156425,37.9888268156425,36.8715083798883,36.8715083798883,37.9888268156425,37.9888268156425,37.9888268156425,37.9888268156425,39.106145251396605,39.106145251396605,39.106145251396605,39.106145251396605,37.4301675977654,37.4301675977654,37.4301675977654,37.4301675977654,39.106145251396605,Europe & Central Asia,High income,Denmark
51,Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),11.666666666666698,16.1073825503356,16.1073825503356,16.1073825503356,16.1073825503356,17.3333333333333,17.3333333333333,17.3333333333333,17.3333333333333,19.6629213483146,19.6629213483146,19.6629213483146,19.6629213483146,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,20.7650273224044,26.842105263157897,26.842105263157897,26.842105263157897,26.842105263157897,Latin America & Caribbean,Upper middle income,Dominican Republic
52,Algeria,DZA,Proportion of seats held by women in national parliaments (%),3.15789473684211,3.15789473684211,3.15789473684211,3.4210526315789505,3.4210526315789505,6.16966580976864,6.16966580976864,6.16966580976864,6.16966580976864,6.16966580976864,7.712082262210799,7.712082262210799,7.712082262210799,7.712082262210799,7.9691516709511605,31.6017316017316,31.6017316017316,31.6017316017316,31.6017316017316,31.6017316017316,25.757575757575804,25.757575757575804,25.757575757575804,Middle East & North Africa,Lower middle income,Algeria
53,East Asia & Pacific (excluding high income),EAP,Proportion of seats held by women in national parliaments (%),-99,17.596707818930103,18.5977859778598,17.3228346456693,17.6150024042315,18.2136602451839,16.8594461969857,17.190872648782,17.2947303921569,17.6574834863863,18.032786885245898,18.2962847815949,18.5528756957328,17.9385384502279,17.926846898944603,18.23673234575,19.3168771526981,19.063245823389,19.7626654495664,19.868637110016397,20.1280333482209,20.6260150597962,20.856373174535698,-99,-99,East Asia & Pacific (excluding high income)
54,Early-demographic dividend,EAR,Proportion of seats held by women in national parliaments (%),8.331444116980279,8.84310618066561,8.80897791721974,9.673024523160759,9.52161913523459,11.0885504794134,11.265911596672302,12.145948072384,12.886882829771599,13.4315670161519,14.7212039359444,15.5450936951906,16.9882437404649,17.4212084276511,17.557797018655698,19.2942010994857,20.0692707331153,21.0731795896132,22.1625127397387,22.345321288563103,22.305376344086,22.789593953243102,22.948551664505,-99,-99,Early-demographic dividend
55,East Asia & Pacific,EAS,Proportion of seats held by women in national parliaments (%),-99,16.0468319559229,16.8456071374566,16.357597564351,16.5537270087125,17.2167587228883,16.069600818833198,16.6253425551351,16.9089021541656,17.2857917570499,17.7502307793749,17.9584866001051,18.3339871845168,17.7694235588972,17.6986775429489,17.8567039449429,18.827425487550602,18.5955127392572,19.2873741285825,19.4261880687563,19.810606060606002,20.2357071213641,20.503814944895197,-99,-99,East Asia & Pacific
56,Europe & Central Asia (excluding high income),ECA,Proportion of seats held by women in national parliaments (%),6.270305393112401,6.77496038034864,6.77496038034864,7.302790217016879,8.93362692670651,8.93362692670651,9.24819125511167,10.8673978065803,10.795825179386801,11.519247722597699,14.310544611819198,14.501055170334599,15.351257588898498,15.4352806414662,16.2231759656652,17.846944603083998,18.1012296253932,18.5558112773303,18.5163887291547,19.090123812266103,20.3768115942029,20.7833047455689,22.705175865027197,-99,-99,Europe & Central Asia (excluding high income)
57,Europe & Central Asia,ECS,Proportion of seats held by women in national parliaments (%),14.511278195488698,15.1596272060282,16.0555729656325,16.562282533055,16.537589724216097,18.3352674332735,17.7636570561457,18.8124575531192,19.16161998486,19.532967032967,21.0099352839304,21.348832918165897,21.894621894621896,21.993469980047198,22.704174228675104,23.750787791482896,24.797625472207198,25.348495964783602,25.743119266055004,26.0058791107845,27.3847852083525,27.953837699212304,29.4559443121451,-99,-99,Europe & Central Asia
58,Ecuador,ECU,Proportion of seats held by women in national parliaments (%),3.6585365853658502,17.3553719008264,17.3553719008264,14.634146341463401,14.634146341463401,14.634146341463401,16.0,16.0,16.0,25.0,25.0,25.0,32.258064516129,32.258064516129,32.258064516129,32.258064516129,38.6861313868613,41.605839416058394,41.605839416058394,41.605839416058394,37.956204379562,37.956204379562,37.956204379562,Latin America & Caribbean,Upper middle income,Ecuador
59,"Egypt, Arab Rep.",EGY,Proportion of seats held by women in national parliaments (%),1.9823788546255499,1.9823788546255499,1.9823788546255499,1.9823788546255499,2.42290748898678,2.42290748898678,2.42290748898678,2.8634361233480203,1.9823788546255499,2.0361990950226203,1.80995475113122,1.80995475113122,1.76211453744493,12.6953125,1.96850393700787,1.96850393700787,1.96850393700787,1.96850393700787,1.96850393700787,14.932885906040301,14.932885906040301,14.932885906040301,14.932885906040301,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep."
60,Euro area,EMU,Proportion of seats held by women in national parliaments (%),16.868848706797902,17.0290684367132,18.281885618569,19.3314633006078,19.1294387170676,19.0823015294974,20.690459528808,21.705046545810898,22.160148975791397,23.0394431554524,24.652133580704998,24.9594438006953,25.4625346901018,25.3237742830712,26.0467268100856,27.4242073594075,29.965397923875397,30.1107521919705,30.196078431372598,30.3212387335336,31.213084961381195,31.9700068166326,33.3711949114039,-99,-99,Euro area
61,Eritrea,ERI,Proportion of seats held by women in national parliaments (%),20.952380952381002,20.952380952381002,14.666666666666698,14.666666666666698,14.666666666666698,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,Sub-Saharan Africa,Low income,Eritrea
62,Spain,ESP,Proportion of seats held by women in national parliaments (%),24.712643678160898,24.712643678160898,21.551724137931,28.285714285714302,28.285714285714302,28.285714285714302,28.285714285714302,36.0,36.0,36.0,36.5714285714286,36.2857142857143,36.5714285714286,36.5714285714286,36.0,36.0,36.0,39.7142857142857,41.1428571428571,39.1428571428571,39.1428571428571,39.1428571428571,44.0,Europe & Central Asia,High income,Spain
